brain_region,measurement,standard_deviation,measurement_type,measurement_unit,cell_type,source_title,comment,specimen_age
Area prostriata,1324.0,182.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Claustrum,721.0,164.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Endopiriform nucleus,476.0,164.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Lateral amygdalar nucleus,418.0,154.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Basolateral amygdalar nucleus,606.0,324.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Basomedial amygdalar nucleus,567.0,330.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Posterior amygdalar nucleus,1349.0,998.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Caudoputamen,577.0,40.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Striatum ventral region,327.0,86.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Olfactory tubercle,347.0,148.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Lateral septal complex,125.0,66.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Striatum-like amygdalar nuclei,215.0,98.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
"Globus pallidus, external segment",216.0,280.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
"Globus pallidus, internal segment",254.0,230.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
"Pallidum, ventral region",441.0,176.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
"Pallidum, medial region",701.0,476.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Bed nuclei of the stria terminalis,161.0,86.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Ventral group of the dorsal thalamus,261.0,130.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Subparafascicular nucleus,32.0,30.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Subparafascicular area,28.0,28.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Peripeduncular nucleus,96.0,96.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
"Geniculate group, dorsal thalamus",41.0,36.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Lateral group of the dorsal thalamus,105.0,64.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Anterior group of the dorsal thalamus,141.0,66.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Medial group of the dorsal thalamus,123.0,32.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Midline group of the dorsal thalamus,102.0,74.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Intralaminar nuclei of the dorsal thalamus,49.0,36.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
"Geniculate group, ventral thalamus",539.0,450.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Epithalamus,186.0,174.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Periventricular zone,79.0,72.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Periventricular region,283.0,122.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Anterior hypothalamic nucleus,385.0,290.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Mammillary body,888.0,344.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Medial preoptic nucleus,115.0,80.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Dorsal premammillary nucleus,344.0,226.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Ventral premammillary nucleus,344.0,226.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
"Paraventricular hypothalamic nucleus, descending division",101.0,128.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Ventromedial hypothalamic nucleus,154.0,70.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Posterior hypothalamic nucleus,92.0,52.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Hypothalamic lateral zone,355.0,218.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Median eminence,0.0,0.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
"Superior colliculus, sensory related",1768.0,514.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Inferior colliculus,1352.0,640.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
Nucleus of the brachium of the inferior colliculus,766.0,428.0,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
